Center,Tile1,Distance1,Tile2,Distance2,Tile3,Distance3,Tile4,Distance4,Tile5,Distance5,Tile6,Distance6,Tile7,Distance7,Tile8,Distance8
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h82-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h81-i001.reference.tif,1716.6492397817035,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h83-i001.reference.tif,1884.016711302676,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h138-i001.reference.tif,2973.599746662591,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h80-i001.reference.tif,3104.617634486601,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h139-i001.reference.tif,3268.725911356384,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h92-i001.reference.tif,3330.973463225503,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h93-i001.reference.tif,3541.547061981851,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h84-i001.reference.tif,3696.794808342271
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h83-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h84-i001.reference.tif,1813.0396975776741,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h82-i001.reference.tif,1884.016711302676,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h137-i001.reference.tif,2919.4725068134126,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h138-i001.reference.tif,3281.255174460302,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h92-i001.reference.tif,3483.6589798057303,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h91-i001.reference.tif,3563.1525901570617,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h81-i001.reference.tif,3599.0179677100055,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h90-i001.reference.tif,3796.846710103709
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h84-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h83-i001.reference.tif,1813.0396975776741,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h137-i001.reference.tif,3049.2546255693087,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h90-i001.reference.tif,3141.290436704272,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h136-i001.reference.tif,3362.835297087637,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h82-i001.reference.tif,3696.794808342271,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h91-i001.reference.tif,3715.3485908131656,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h41-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h42-i001.reference.tif,1401.0541624397615,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h40-i001.reference.tif,1932.1646160927937,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h211-i001.reference.tif,3191.3811756364776,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h39-i001.reference.tif,3631.3397287133553,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h212-i001.reference.tif,3741.8339794239278,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k60-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k61-i001.reference.tif,1581.5652011393643,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k35-i001.reference.tif,3243.0016737237893,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k62-i001.reference.tif,3252.711614822126,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k113-i001.reference.tif,3268.1020693049295,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k112-i001.reference.tif,3425.5146444715842,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k36-i001.reference.tif,3980.0438061680975,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k61-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k60-i001.reference.tif,1581.5652011393643,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k62-i001.reference.tif,1686.5664135703498,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k35-i001.reference.tif,2952.006426535307,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k36-i001.reference.tif,3104.6791073914933,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k112-i001.reference.tif,3511.4564273590404,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k111-i001.reference.tif,3517.1992105200047,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k113-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k112-i001.reference.tif,2008.7417563977826,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k60-i001.reference.tif,3268.1020693049295,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k111-i001.reference.tif,3411.2890679039874,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h115-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h116-i001.reference.tif,1493.9185614240394,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h114-i001.reference.tif,2185.276624455553,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h149-i001.reference.tif,2489.18671330707,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h150-i001.reference.tif,2798.186912826916,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h148-i001.reference.tif,3261.1744397905586,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h117-i001.reference.tif,3390.032822209586,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h19-i001.reference.tif,3555.7696219704612,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h151-i001.reference.tif,3969.996790495907
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h116-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h115-i001.reference.tif,1493.9185614240394,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h117-i001.reference.tif,1905.541561138995,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h148-i001.reference.tif,2506.3339019944033,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h149-i001.reference.tif,2537.740200078608,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h147-i001.reference.tif,3598.2239886699576,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h118-i001.reference.tif,3641.787355986039,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h114-i001.reference.tif,3677.5974410813683,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h150-i001.reference.tif,3771.52949681851
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h148-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h149-i001.reference.tif,1538.7880232855944,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h147-i001.reference.tif,2084.8086687722266,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h116-i001.reference.tif,2506.3339019944033,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h117-i001.reference.tif,2933.6959861307296,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h115-i001.reference.tif,3261.1744397905586,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h150-i001.reference.tif,3597.3694703458723,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h72-i001.reference.tif,3692.255448880269,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h146-i001.reference.tif,3937.504292971807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h149-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h148-i001.reference.tif,1538.7880232855944,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h150-i001.reference.tif,2058.7065645249045,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h115-i001.reference.tif,2489.18671330707,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h116-i001.reference.tif,2537.740200078608,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h151-i001.reference.tif,3453.55254383321,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h147-i001.reference.tif,3621.6253572929454,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h114-i001.reference.tif,3639.37959069195,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h117-i001.reference.tif,3815.83998748097
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h150-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h151-i001.reference.tif,1430.5043317579864,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h149-i001.reference.tif,2058.7065645249045,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h114-i001.reference.tif,2427.113437705,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h115-i001.reference.tif,2798.186912826916,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h152-i001.reference.tif,3067.970418330092,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h148-i001.reference.tif,3597.3694703458723,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h113-i001.reference.tif,3676.753930802688,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h116-i001.reference.tif,3771.52949681851
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h151-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h150-i001.reference.tif,1430.5043317579864,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h152-i001.reference.tif,1681.23243709358,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h114-i001.reference.tif,2784.9334424164103,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h113-i001.reference.tif,3029.3431532625978,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h149-i001.reference.tif,3453.55254383321,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h153-i001.reference.tif,3517.3750184051,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h112-i001.reference.tif,3849.331190632718,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h115-i001.reference.tif,3969.996790495907
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h152-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h151-i001.reference.tif,1681.23243709358,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h153-i001.reference.tif,1881.8703040439657,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h113-i001.reference.tif,2492.049663038835,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h112-i001.reference.tif,2658.4697746433553,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h150-i001.reference.tif,3067.970418330092,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h154-i001.reference.tif,3155.276614655468,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h114-i001.reference.tif,3496.23322072808,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h153-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h154-i001.reference.tif,1276.863878760376,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h152-i001.reference.tif,1881.8703040439657,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h112-i001.reference.tif,2831.4630614192556,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h155-i001.reference.tif,3051.570780499542,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h151-i001.reference.tif,3517.3750184051,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h113-i001.reference.tif,3544.63111632226,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h4-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h5-i001.reference.tif,1316.311521819233,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h5-i001.reference.tif,2675.7322248497,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h6-i001.reference.tif,2732.82966947927,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h6-i001.reference.tif,3208.7485656964304,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h110-i001.reference.tif,3602.405542071911,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h109-i001.reference.tif,3986.6781350452907,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h5-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h4-i001.reference.tif,1316.311521819233,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h6-i001.reference.tif,1429.8123226610492,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h6-i001.reference.tif,2929.035663129972,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h7-i001.reference.tif,2937.6776894070103,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h5-i001.reference.tif,3109.708377478562,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h109-i001.reference.tif,3368.8049347712135,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h7-i001.reference.tif,3527.9545886237333,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h110-i001.reference.tif,3610.8125554178255
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h6-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h5-i001.reference.tif,1429.8123226610492,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h7-i001.reference.tif,1509.1846031223802,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h4-i001.reference.tif,2732.82966947927,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h7-i001.reference.tif,2923.0576209713304,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h6-i001.reference.tif,3000.123039926237,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h8-i001.reference.tif,3407.1646307859323,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h108-i001.reference.tif,3428.9159457510186,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h8-i001.reference.tif,3459.3589905556455
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h7-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h6-i001.reference.tif,1509.1846031223802,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h8-i001.reference.tif,1951.9051229441106,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h8-i001.reference.tif,2888.85738776867,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h5-i001.reference.tif,2937.6776894070103,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h7-i001.reference.tif,3062.6527962191944,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h107-i001.reference.tif,3412.546879409997,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h9-i001.reference.tif,3431.8314725832442,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h108-i001.reference.tif,3472.101234308132
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h8-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h9-i001.reference.tif,1479.9447712743583,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h7-i001.reference.tif,1951.9051229441106,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h9-i001.reference.tif,2890.431963541144,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h10-i001.reference.tif,3052.8151635037075,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h8-i001.reference.tif,3188.904025730265,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h10-i001.reference.tif,3362.829923300491,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h6-i001.reference.tif,3459.3589905556455,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni2h106-i001.reference.tif,3524.2617106520433
